date,district,block,rainfall_mm,river_level_m,flood_incidents,population_exposed,road_access_score,dry_ration_kits_needed
2025-06-25,Puri,Astaranga,63.0,3.67,0,74000,0.61,108
2025-06-26,Puri,Astaranga,61.1,3.82,0,74000,0.61,101
2025-06-27,Puri,Astaranga,58.8,3.73,0,74000,0.61,84
2025-06-28,Puri,Astaranga,45.5,3.3,0,74000,0.61,71
2025-06-29,Puri,Astaranga,12.9,2.6,0,74000,0.61,50
2025-06-30,Puri,Astaranga,51.8,3.52,0,74000,0.61,87
2025-07-01,Puri,Astaranga,32.8,3.42,0,74000,0.61,50
2025-07-02,Puri,Astaranga,7.7,2.86,0,74000,0.61,50
2025-07-03,Puri,Astaranga,21.8,3.41,0,74000,0.61,50
2025-07-04,Puri,Astaranga,17.2,3.13,0,74000,0.61,50
2025-07-05,Puri,Astaranga,4.6,3.01,0,74000,0.61,50
2025-07-06,Puri,Astaranga,23.2,3.7,0,74000,0.61,50
2025-07-07,Puri,Astaranga,32.0,3.4,0,74000,0.61,50
2025-07-08,Puri,Astaranga,25.5,3.82,0,74000,0.61,50
2025-07-09,Puri,Astaranga,18.3,3.13,0,74000,0.61,50
2025-07-10,Puri,Astaranga,12.5,3.07,0,74000,0.61,51
2025-07-11,Puri,Astaranga,28.9,3.09,0,74000,0.61,57
2025-07-12,Puri,Astaranga,15.5,3.6,0,74000,0.61,50
2025-07-13,Puri,Astaranga,148.8,6.02,7,74000,0.61,759
2025-07-14,Puri,Astaranga,32.6,3.19,0,74000,0.61,50
2025-07-15,Puri,Astaranga,4.9,2.85,0,74000,0.61,50
2025-07-16,Puri,Astaranga,30.5,3.81,0,74000,0.61,50
2025-07-17,Puri,Astaranga,14.2,3.18,0,74000,0.61,50
2025-07-18,Puri,Astaranga,38.4,3.41,0,74000,0.61,64
2025-07-19,Puri,Astaranga,11.6,3.13,0,74000,0.61,50
2025-07-20,Puri,Astaranga,6.5,2.91,0,74000,0.61,50
2025-07-21,Puri,Astaranga,12.5,3.35,0,74000,0.61,50
2025-07-22,Puri,Astaranga,25.9,3.5,0,74000,0.61,50
2025-07-23,Puri,Astaranga,47.2,4.01,0,74000,0.61,68
2025-07-24,Puri,Astaranga,10.4,3.58,0,74000,0.61,50
2025-07-25,Puri,Astaranga,66.6,4.37,0,74000,0.61,144
2025-07-26,Puri,Astaranga,7.2,2.94,0,74000,0.61,50
2025-07-27,Puri,Astaranga,17.8,3.74,0,74000,0.61,57
2025-07-28,Puri,Astaranga,15.9,3.29,0,74000,0.61,52
2025-07-29,Puri,Astaranga,19.6,3.29,0,74000,0.61,50
2025-07-30,Puri,Astaranga,207.2,6.39,7,74000,0.61,811
2025-07-31,Puri,Astaranga,12.4,3.36,0,74000,0.61,50
2025-08-01,Puri,Astaranga,36.3,3.97,0,74000,0.61,70
2025-08-02,Puri,Astaranga,16.6,3.14,0,74000,0.61,50
2025-08-03,Puri,Astaranga,24.6,3.39,0,74000,0.61,50
2025-08-04,Puri,Astaranga,7.5,3.27,0,74000,0.61,50
2025-08-05,Puri,Astaranga,52.4,3.95,0,74000,0.61,83
2025-08-06,Puri,Astaranga,8.8,2.75,0,74000,0.61,50
2025-08-07,Puri,Astaranga,23.1,3.42,0,74000,0.61,50
2025-08-08,Puri,Astaranga,3.2,3.29,0,74000,0.61,53
2025-08-09,Puri,Astaranga,1.8,2.68,0,74000,0.61,50
2025-08-10,Puri,Astaranga,21.0,3.51,0,74000,0.61,52
2025-08-11,Puri,Astaranga,70.6,4.35,1,74000,0.61,187
2025-08-12,Puri,Astaranga,8.3,2.96,0,74000,0.61,50
2025-08-13,Puri,Astaranga,55.4,3.76,0,74000,0.61,87
2025-08-14,Puri,Astaranga,29.2,3.56,0,74000,0.61,58
2025-08-15,Puri,Astaranga,8.1,2.93,0,74000,0.61,50
2025-08-16,Puri,Astaranga,18.1,3.21,0,74000,0.61,50
2025-08-17,Puri,Astaranga,62.3,3.91,0,74000,0.61,91
2025-08-18,Puri,Astaranga,24.3,3.47,0,74000,0.61,57
2025-08-19,Puri,Astaranga,33.5,3.64,0,74000,0.61,50
2025-08-20,Puri,Astaranga,44.3,3.72,0,74000,0.61,63
2025-08-21,Puri,Astaranga,4.7,2.78,0,74000,0.61,50
2025-08-22,Puri,Astaranga,39.9,3.54,0,74000,0.61,81
2025-08-23,Puri,Astaranga,15.6,2.99,0,74000,0.61,50
2025-08-24,Puri,Astaranga,25.9,3.43,0,74000,0.61,50
2025-08-25,Puri,Astaranga,34.1,3.71,0,74000,0.61,67
2025-08-26,Puri,Astaranga,34.0,3.54,0,74000,0.61,50
2025-08-27,Puri,Astaranga,30.3,3.38,0,74000,0.61,50
2025-08-28,Puri,Astaranga,15.5,3.39,0,74000,0.61,50
2025-08-29,Puri,Astaranga,41.0,3.77,0,74000,0.61,85
2025-08-30,Puri,Astaranga,36.7,3.57,0,74000,0.61,71
2025-08-31,Puri,Astaranga,26.6,3.53,0,74000,0.61,50
2025-09-01,Puri,Astaranga,81.3,4.04,0,74000,0.61,124
2025-09-02,Puri,Astaranga,3.2,2.43,0,74000,0.61,50
2025-09-03,Puri,Astaranga,34.6,3.0,0,74000,0.61,55
2025-09-04,Puri,Astaranga,14.9,3.21,0,74000,0.61,50
2025-09-05,Puri,Astaranga,28.1,3.33,0,74000,0.61,50
2025-09-06,Puri,Astaranga,184.0,5.77,7,74000,0.61,748
2025-09-07,Puri,Astaranga,48.6,3.07,0,74000,0.61,86
2025-09-08,Puri,Astaranga,68.5,4.27,0,74000,0.61,114
2025-09-09,Puri,Astaranga,18.1,3.0,0,74000,0.61,61
2025-09-10,Puri,Astaranga,219.7,6.46,4,74000,0.61,679
2025-09-11,Puri,Astaranga,50.6,3.59,0,74000,0.61,77
2025-09-12,Puri,Astaranga,21.1,3.08,0,74000,0.61,50
2025-09-13,Puri,Astaranga,27.8,3.29,0,74000,0.61,50
2025-09-14,Puri,Astaranga,31.6,3.24,0,74000,0.61,50
2025-09-15,Puri,Astaranga,7.6,3.19,0,74000,0.61,50
2025-09-16,Puri,Astaranga,82.5,4.08,0,74000,0.61,134
2025-09-17,Puri,Astaranga,20.6,2.89,0,74000,0.61,54
2025-09-18,Puri,Astaranga,10.4,2.91,0,74000,0.61,53
2025-09-19,Puri,Astaranga,12.6,2.79,0,74000,0.61,50
2025-09-20,Puri,Astaranga,67.1,3.95,0,74000,0.61,93
2025-09-21,Puri,Astaranga,4.2,2.87,0,74000,0.61,50
2025-09-22,Puri,Astaranga,48.6,3.42,0,74000,0.61,80
2025-09-23,Puri,Astaranga,1.9,2.52,0,74000,0.61,50
2025-09-24,Puri,Astaranga,14.1,2.56,0,74000,0.61,50
2025-09-25,Puri,Astaranga,15.9,3.04,0,74000,0.61,50
2025-09-26,Puri,Astaranga,21.4,3.21,0,74000,0.61,50
2025-09-27,Puri,Astaranga,16.7,2.67,0,74000,0.61,50
2025-09-28,Puri,Astaranga,34.2,2.87,0,74000,0.61,60
2025-09-29,Puri,Astaranga,4.7,2.76,0,74000,0.61,50
2025-09-30,Puri,Astaranga,33.9,3.15,0,74000,0.61,52
2025-10-01,Puri,Astaranga,2.3,2.77,0,74000,0.61,50
2025-10-02,Puri,Astaranga,3.0,2.47,0,74000,0.61,50
2025-10-03,Puri,Astaranga,2.5,2.7,0,74000,0.61,50
2025-10-04,Puri,Astaranga,1.3,2.53,0,74000,0.61,50
2025-10-05,Puri,Astaranga,3.9,2.92,0,74000,0.61,50
2025-10-06,Puri,Astaranga,9.1,2.58,0,74000,0.61,50
2025-10-07,Puri,Astaranga,1.0,2.7,0,74000,0.61,50
2025-10-08,Puri,Astaranga,17.0,2.95,0,74000,0.61,50
2025-10-09,Puri,Astaranga,0.5,2.55,0,74000,0.61,50
2025-10-10,Puri,Astaranga,2.1,2.78,0,74000,0.61,50
2025-10-11,Puri,Astaranga,7.4,2.69,0,74000,0.61,50
2025-10-12,Puri,Astaranga,5.6,2.5,0,74000,0.61,50
2025-10-13,Puri,Astaranga,206.6,6.25,11,74000,0.61,1021
2025-10-14,Puri,Astaranga,2.8,2.68,0,74000,0.61,50
2025-10-15,Puri,Astaranga,0.6,2.62,0,74000,0.61,50
2025-10-16,Puri,Astaranga,1.3,2.83,0,74000,0.61,50
2025-10-17,Puri,Astaranga,1.9,2.61,0,74000,0.61,50
2025-10-18,Puri,Astaranga,5.1,2.66,0,74000,0.61,50
2025-10-19,Puri,Astaranga,4.9,2.68,0,74000,0.61,50
2025-10-20,Puri,Astaranga,0.4,2.72,0,74000,0.61,50
2025-10-21,Puri,Astaranga,8.0,2.36,0,74000,0.61,50
2025-10-22,Puri,Astaranga,0.6,2.69,0,74000,0.61,50
2025-10-23,Puri,Astaranga,4.4,2.64,0,74000,0.61,50
2025-10-24,Puri,Astaranga,1.3,2.45,0,74000,0.61,50
2025-10-25,Puri,Astaranga,1.5,2.76,0,74000,0.61,50
2025-10-26,Puri,Astaranga,5.4,2.51,0,74000,0.61,50
2025-10-27,Puri,Astaranga,3.2,2.68,0,74000,0.61,50
2025-10-28,Puri,Astaranga,13.8,3.01,0,74000,0.61,50
2025-10-29,Puri,Astaranga,0.5,2.79,0,74000,0.61,50
2025-10-30,Puri,Astaranga,0.6,2.67,0,74000,0.61,50
2025-10-31,Puri,Astaranga,2.7,2.24,0,74000,0.61,50
2025-11-01,Puri,Astaranga,6.3,2.6,0,74000,0.61,50
2025-11-02,Puri,Astaranga,1.2,2.84,0,74000,0.61,50
2025-11-03,Puri,Astaranga,3.1,2.62,0,74000,0.61,50
2025-11-04,Puri,Astaranga,3.2,2.63,0,74000,0.61,50
2025-11-05,Puri,Astaranga,1.2,2.37,0,74000,0.61,50
2025-11-06,Puri,Astaranga,8.0,2.98,0,74000,0.61,50
2025-11-07,Puri,Astaranga,19.2,2.99,0,74000,0.61,50
2025-11-08,Puri,Astaranga,3.6,2.53,0,74000,0.61,50
2025-11-09,Puri,Astaranga,3.4,2.33,0,74000,0.61,50
2025-11-10,Puri,Astaranga,4.4,2.58,0,74000,0.61,50
2025-11-11,Puri,Astaranga,3.5,2.43,0,74000,0.61,50
2025-11-12,Puri,Astaranga,3.8,2.59,0,74000,0.61,50
2025-11-13,Puri,Astaranga,3.6,2.57,0,74000,0.61,50
2025-11-14,Puri,Astaranga,3.5,2.68,0,74000,0.61,50
2025-11-15,Puri,Astaranga,7.5,2.65,0,74000,0.61,50
2025-11-16,Puri,Astaranga,8.8,2.85,0,74000,0.61,50
2025-11-17,Puri,Astaranga,10.8,2.74,0,74000,0.61,50
2025-11-18,Puri,Astaranga,3.8,2.86,0,74000,0.61,51
2025-11-19,Puri,Astaranga,2.2,2.46,0,74000,0.61,50
2025-11-20,Puri,Astaranga,1.7,2.77,0,74000,0.61,50
2025-11-21,Puri,Astaranga,7.2,2.81,0,74000,0.61,50
2025-11-22,Puri,Astaranga,3.1,2.58,0,74000,0.61,50
2025-11-23,Puri,Astaranga,4.4,2.62,0,74000,0.61,50
2025-11-24,Puri,Astaranga,1.1,2.66,0,74000,0.61,50
2025-11-25,Puri,Astaranga,1.5,2.5,0,74000,0.61,50
2025-11-26,Puri,Astaranga,2.6,2.49,0,74000,0.61,50
2025-11-27,Puri,Astaranga,6.1,2.58,0,74000,0.61,50
2025-11-28,Puri,Astaranga,16.5,2.95,0,74000,0.61,50
2025-11-29,Puri,Astaranga,11.8,2.47,0,74000,0.61,58
2025-11-30,Puri,Astaranga,7.2,2.81,0,74000,0.61,50
2025-12-01,Puri,Astaranga,0.6,2.65,0,74000,0.61,50
2025-12-02,Puri,Astaranga,0.8,2.4,0,74000,0.61,50
2025-12-03,Puri,Astaranga,8.0,2.61,0,74000,0.61,50
2025-12-04,Puri,Astaranga,2.5,2.61,0,74000,0.61,52
2025-12-05,Puri,Astaranga,1.9,2.61,0,74000,0.61,50
2025-12-06,Puri,Astaranga,1.0,2.51,0,74000,0.61,50
2025-12-07,Puri,Astaranga,0.3,2.47,0,74000,0.61,50
2025-12-08,Puri,Astaranga,1.4,2.54,0,74000,0.61,50
2025-12-09,Puri,Astaranga,3.7,2.81,0,74000,0.61,50
2025-12-10,Puri,Astaranga,8.8,3.11,0,74000,0.61,50
2025-12-11,Puri,Astaranga,0.7,2.39,0,74000,0.61,50
2025-12-12,Puri,Astaranga,0.2,2.6,0,74000,0.61,50
2025-12-13,Puri,Astaranga,7.1,2.7,0,74000,0.61,55
2025-12-14,Puri,Astaranga,0.3,2.93,0,74000,0.61,50
2025-12-15,Puri,Astaranga,12.6,2.51,0,74000,0.61,50
2025-12-16,Puri,Astaranga,2.8,2.63,0,74000,0.61,50
2025-12-17,Puri,Astaranga,4.1,2.77,0,74000,0.61,50
2025-12-18,Puri,Astaranga,3.4,2.32,0,74000,0.61,50
2025-12-19,Puri,Astaranga,4.1,2.64,0,74000,0.61,50
2025-12-20,Puri,Astaranga,2.6,2.67,0,74000,0.61,50
2025-12-21,Puri,Astaranga,2.7,2.4,0,74000,0.61,52
2025-12-22,Puri,Astaranga,0.1,2.73,0,74000,0.61,50
2025-12-23,Puri,Astaranga,6.3,2.8,0,74000,0.61,50
2025-12-24,Puri,Astaranga,1.1,2.52,0,74000,0.61,50
2025-12-25,Puri,Astaranga,6.8,2.6,0,74000,0.61,50
2025-12-26,Puri,Astaranga,2.3,2.42,0,74000,0.61,50
2025-12-27,Puri,Astaranga,2.9,2.56,0,74000,0.61,50
2025-12-28,Puri,Astaranga,6.6,2.77,0,74000,0.61,57
2025-12-29,Puri,Astaranga,1.7,2.92,0,74000,0.61,50
2025-12-30,Puri,Astaranga,6.5,2.75,0,74000,0.61,50
2025-12-31,Puri,Astaranga,4.8,2.48,0,74000,0.61,50
2022-01-01,Jagatsinghpur,Balikuda,5.7,3.03,0,81000,0.58,50
2022-01-02,Jagatsinghpur,Balikuda,0.4,3.15,0,81000,0.58,50
2022-01-03,Jagatsinghpur,Balikuda,1.6,2.95,0,81000,0.58,50
2022-01-04,Jagatsinghpur,Balikuda,3.4,3.22,0,81000,0.58,50
2022-01-05,Jagatsinghpur,Balikuda,210.8,7.36,11,81000,0.58,1130
2022-01-06,Jagatsinghpur,Balikuda,1.7,3.18,0,81000,0.58,50
2022-01-07,Jagatsinghpur,Balikuda,0.2,3.11,0,81000,0.58,50
2022-01-08,Jagatsinghpur,Balikuda,4.2,3.29,0,81000,0.58,50
2022-01-09,Jagatsinghpur,Balikuda,1.4,3.43,0,81000,0.58,51
2022-01-10,Jagatsinghpur,Balikuda,4.6,3.13,0,81000,0.58,50
2022-01-11,Jagatsinghpur,Balikuda,1.4,3.46,0,81000,0.58,50
2022-01-12,Jagatsinghpur,Balikuda,2.8,3.46,0,81000,0.58,50
2022-01-13,Jagatsinghpur,Balikuda,2.0,3.27,0,81000,0.58,50
2022-01-14,Jagatsinghpur,Balikuda,17.4,3.48,0,81000,0.58,50
2022-01-15,Jagatsinghpur,Balikuda,9.0,3.25,0,81000,0.58,50
2022-01-16,Jagatsinghpur,Balikuda,1.8,3.32,0,81000,0.58,50
2022-01-17,Jagatsinghpur,Balikuda,4.3,3.03,0,81000,0.58,50
2022-01-18,Jagatsinghpur,Balikuda,7.3,3.25,0,81000,0.58,50
2022-01-19,Jagatsinghpur,Balikuda,0.5,3.32,0,81000,0.58,50
2022-01-20,Jagatsinghpur,Balikuda,5.2,3.4,0,81000,0.58,50
2022-01-21,Jagatsinghpur,Balikuda,1.8,3.19,0,81000,0.58,50
2022-01-22,Jagatsinghpur,Balikuda,1.6,3.24,0,81000,0.58,50
2022-01-23,Jagatsinghpur,Balikuda,4.2,3.27,0,81000,0.58,50
2022-01-24,Jagatsinghpur,Balikuda,5.8,3.15,0,81000,0.58,50
2022-01-25,Jagatsinghpur,Balikuda,6.9,3.32,0,81000,0.58,50
2022-01-26,Jagatsinghpur,Balikuda,0.0,3.23,0,81000,0.58,50
2022-01-27,Jagatsinghpur,Balikuda,1.0,2.96,0,81000,0.58,50
2022-01-28,Jagatsinghpur,Balikuda,2.9,3.57,0,81000,0.58,50
2022-01-29,Jagatsinghpur,Balikuda,191.0,6.58,11,81000,0.58,1042
2022-01-30,Jagatsinghpur,Balikuda,7.9,3.49,0,81000,0.58,50
2022-01-31,Jagatsinghpur,Balikuda,8.5,3.26,0,81000,0.58,50
2022-02-01,Jagatsinghpur,Balikuda,4.9,3.27,0,81000,0.58,50
2022-02-02,Jagatsinghpur,Balikuda,1.5,3.14,0,81000,0.58,50
2022-02-03,Jagatsinghpur,Balikuda,4.6,3.17,0,81000,0.58,50
2022-02-04,Jagatsinghpur,Balikuda,8.1,3.35,0,81000,0.58,54
2022-02-05,Jagatsinghpur,Balikuda,2.1,3.08,0,81000,0.58,50
2022-02-06,Jagatsinghpur,Balikuda,1.4,3.15,0,81000,0.58,50
2022-02-07,Jagatsinghpur,Balikuda,3.7,3.43,0,81000,0.58,50
2022-02-08,Jagatsinghpur,Balikuda,6.6,3.27,0,81000,0.58,50
2022-02-09,Jagatsinghpur,Balikuda,9.5,3.32,0,81000,0.58,50
2022-02-10,Jagatsinghpur,Balikuda,1.4,3.18,0,81000,0.58,50
2022-02-11,Jagatsinghpur,Balikuda,5.5,3.42,0,81000,0.58,50
2022-02-12,Jagatsinghpur,Balikuda,6.1,3.09,0,81000,0.58,50
2022-02-13,Jagatsinghpur,Balikuda,4.5,3.44,0,81000,0.58,50
2022-02-14,Jagatsinghpur,Balikuda,3.7,3.18,0,81000,0.58,50
2022-02-15,Jagatsinghpur,Balikuda,7.4,3.25,0,81000,0.58,50
2022-02-16,Jagatsinghpur,Balikuda,3.9,3.21,0,81000,0.58,50
2022-02-17,Jagatsinghpur,Balikuda,1.2,2.96,0,81000,0.58,50
2022-02-18,Jagatsinghpur,Balikuda,2.1,3.16,0,81000,0.58,50
2022-02-19,Jagatsinghpur,Balikuda,1.5,3.12,0,81000,0.58,50
2022-02-20,Jagatsinghpur,Balikuda,1.4,3.48,0,81000,0.58,50
2022-02-21,Jagatsinghpur,Balikuda,0.9,3.09,0,81000,0.58,50
2022-02-22,Jagatsinghpur,Balikuda,1.3,3.39,0,81000,0.58,50
2022-02-23,Jagatsinghpur,Balikuda,0.2,3.14,0,81000,0.58,50
2022-02-24,Jagatsinghpur,Balikuda,1.4,3.05,0,81000,0.58,50
2022-02-25,Jagatsinghpur,Balikuda,6.0,3.17,0,81000,0.58,55
2022-02-26,Jagatsinghpur,Balikuda,0.1,3.07,0,81000,0.58,50
2022-02-27,Jagatsinghpur,Balikuda,2.7,3.53,0,81000,0.58,50
2022-02-28,Jagatsinghpur,Balikuda,1.2,3.24,0,81000,0.58,50
2022-03-01,Jagatsinghpur,Balikuda,0.8,3.12,0,81000,0.58,50
2022-03-02,Jagatsinghpur,Balikuda,2.4,3.04,0,81000,0.58,50
2022-03-03,Jagatsinghpur,Balikuda,4.5,3.17,0,81000,0.58,50
2022-03-04,Jagatsinghpur,Balikuda,2.5,3.21,0,81000,0.58,50
2022-03-05,Jagatsinghpur,Balikuda,0.1,3.27,0,81000,0.58,50
2022-03-06,Jagatsinghpur,Balikuda,4.7,3.47,0,81000,0.58,50
2022-03-07,Jagatsinghpur,Balikuda,0.6,2.95,0,81000,0.58,50
2022-03-08,Jagatsinghpur,Balikuda,1.9,3.17,0,81000,0.58,50
2022-03-09,Jagatsinghpur,Balikuda,0.8,3.17,0,81000,0.58,50
2022-03-10,Jagatsinghpur,Balikuda,2.3,3.31,0,81000,0.58,50
2022-03-11,Jagatsinghpur,Balikuda,199.0,6.96,8,81000,0.58,924
2022-03-12,Jagatsinghpur,Balikuda,5.4,3.48,0,81000,0.58,50
2022-03-13,Jagatsinghpur,Balikuda,2.0,3.03,0,81000,0.58,50
2022-03-14,Jagatsinghpur,Balikuda,0.6,3.22,0,81000,0.58,50
2022-03-15,Jagatsinghpur,Balikuda,1.0,3.41,0,81000,0.58,50
2022-03-16,Jagatsinghpur,Balikuda,1.4,3.18,0,81000,0.58,50
2022-03-17,Jagatsinghpur,Balikuda,3.2,3.01,0,81000,0.58,50
2022-03-18,Jagatsinghpur,Balikuda,5.0,3.13,0,81000,0.58,50
2022-03-19,Jagatsinghpur,Balikuda,9.5,3.64,0,81000,0.58,50
2022-03-20,Jagatsinghpur,Balikuda,2.1,3.26,0,81000,0.58,50
2022-03-21,Jagatsinghpur,Balikuda,1.2,3.23,0,81000,0.58,50
2022-03-22,Jagatsinghpur,Balikuda,3.8,3.06,0,81000,0.58,50
2022-03-23,Jagatsinghpur,Balikuda,5.9,3.54,0,81000,0.58,50
2022-03-24,Jagatsinghpur,Balikuda,2.1,3.34,0,81000,0.58,50
2022-03-25,Jagatsinghpur,Balikuda,4.3,3.18,0,81000,0.58,50
2022-03-26,Jagatsinghpur,Balikuda,2.1,3.13,0,81000,0.58,50
2022-03-27,Jagatsinghpur,Balikuda,1.9,3.26,0,81000,0.58,50
2022-03-28,Jagatsinghpur,Balikuda,8.3,3.12,0,81000,0.58,50
2022-03-29,Jagatsinghpur,Balikuda,0.4,3.06,0,81000,0.58,50
2022-03-30,Jagatsinghpur,Balikuda,2.1,3.01,0,81000,0.58,50
2022-03-31,Jagatsinghpur,Balikuda,0.6,3.09,0,81000,0.58,50
2022-04-01,Jagatsinghpur,Balikuda,1.5,3.05,0,81000,0.58,50
2022-04-02,Jagatsinghpur,Balikuda,0.2,3.0,0,81000,0.58,50
2022-04-03,Jagatsinghpur,Balikuda,6.4,3.49,0,81000,0.58,50
2022-04-04,Jagatsinghpur,Balikuda,6.1,3.08,0,81000,0.58,50
2022-04-05,Jagatsinghpur,Balikuda,1.0,3.03,0,81000,0.58,50
2022-04-06,Jagatsinghpur,Balikuda,2.7,3.31,0,81000,0.58,50
2022-04-07,Jagatsinghpur,Balikuda,3.6,3.15,0,81000,0.58,54
2022-04-08,Jagatsinghpur,Balikuda,5.5,3.03,0,81000,0.58,57
2022-04-09,Jagatsinghpur,Balikuda,0.6,3.21,0,81000,0.58,50
2022-04-10,Jagatsinghpur,Balikuda,1.0,3.02,0,81000,0.58,50
2022-04-11,Jagatsinghpur,Balikuda,2.2,3.32,0,81000,0.58,50
2022-04-12,Jagatsinghpur,Balikuda,2.1,3.25,0,81000,0.58,50
2022-04-13,Jagatsinghpur,Balikuda,2.6,3.06,0,81000,0.58,50
2022-04-14,Jagatsinghpur,Balikuda,1.7,3.29,0,81000,0.58,50
2022-04-15,Jagatsinghpur,Balikuda,1.0,3.39,0,81000,0.58,50
2022-04-16,Jagatsinghpur,Balikuda,2.6,3.25,0,81000,0.58,55
2022-04-17,Jagatsinghpur,Balikuda,0.2,2.74,0,81000,0.58,50
2022-04-18,Jagatsinghpur,Balikuda,1.9,2.95,0,81000,0.58,50
2022-04-19,Jagatsinghpur,Balikuda,2.6,3.04,0,81000,0.58,50
2022-04-20,Jagatsinghpur,Balikuda,1.9,3.39,0,81000,0.58,50
2022-04-21,Jagatsinghpur,Balikuda,10.6,3.45,0,81000,0.58,50
2022-04-22,Jagatsinghpur,Balikuda,3.9,3.04,0,81000,0.58,50
2022-04-23,Jagatsinghpur,Balikuda,0.6,3.29,0,81000,0.58,50
2022-04-24,Jagatsinghpur,Balikuda,4.1,3.33,0,81000,0.58,50
2022-04-25,Jagatsinghpur,Balikuda,1.7,3.2,0,81000,0.58,50
2022-04-26,Jagatsinghpur,Balikuda,3.7,3.08,0,81000,0.58,50
2022-04-27,Jagatsinghpur,Balikuda,6.9,3.24,0,81000,0.58,50
2022-04-28,Jagatsinghpur,Balikuda,9.8,3.35,0,81000,0.58,55
2022-04-29,Jagatsinghpur,Balikuda,1.8,3.22,0,81000,0.58,50
2022-04-30,Jagatsinghpur,Balikuda,3.2,3.35,0,81000,0.58,50
2022-05-01,Jagatsinghpur,Balikuda,0.4,3.06,0,81000,0.58,50
2022-05-02,Jagatsinghpur,Balikuda,4.2,3.08,0,81000,0.58,50
2022-05-03,Jagatsinghpur,Balikuda,6.7,3.22,0,81000,0.58,50
2022-05-04,Jagatsinghpur,Balikuda,1.7,3.04,0,81000,0.58,50
2022-05-05,Jagatsinghpur,Balikuda,0.4,3.06,0,81000,0.58,50
2022-05-06,Jagatsinghpur,Balikuda,7.8,3.21,0,81000,0.58,50
2022-05-07,Jagatsinghpur,Balikuda,0.9,2.9,0,81000,0.58,50
2022-05-08,Jagatsinghpur,Balikuda,1.7,2.95,0,81000,0.58,50
2022-05-09,Jagatsinghpur,Balikuda,0.6,3.13,0,81000,0.58,50
2022-05-10,Jagatsinghpur,Balikuda,3.1,3.26,0,81000,0.58,50
2022-05-11,Jagatsinghpur,Balikuda,1.5,3.29,0,81000,0.58,50
2022-05-12,Jagatsinghpur,Balikuda,1.8,2.85,0,81000,0.58,50
2022-05-13,Jagatsinghpur,Balikuda,0.7,3.36,0,81000,0.58,50
2022-05-14,Jagatsinghpur,Balikuda,12.5,3.42,0,81000,0.58,50
2022-05-15,Jagatsinghpur,Balikuda,1.6,3.02,0,81000,0.58,50
2022-05-16,Jagatsinghpur,Balikuda,0.8,3.04,0,81000,0.58,50
2022-05-17,Jagatsinghpur,Balikuda,1.3,3.24,0,81000,0.58,50
2022-05-18,Jagatsinghpur,Balikuda,9.6,3.32,0,81000,0.58,50
2022-05-19,Jagatsinghpur,Balikuda,1.7,2.87,0,81000,0.58,50
2022-05-20,Jagatsinghpur,Balikuda,4.6,3.47,0,81000,0.58,50
2022-05-21,Jagatsinghpur,Balikuda,1.0,3.1,0,81000,0.58,50
2022-05-22,Jagatsinghpur,Balikuda,14.6,3.27,0,81000,0.58,50
2022-05-23,Jagatsinghpur,Balikuda,0.7,3.23,0,81000,0.58,50
2022-05-24,Jagatsinghpur,Balikuda,2.0,3.14,0,81000,0.58,50
2022-05-25,Jagatsinghpur,Balikuda,4.2,3.28,0,81000,0.58,50
2022-05-26,Jagatsinghpur,Balikuda,1.8,3.13,0,81000,0.58,50
2022-05-27,Jagatsinghpur,Balikuda,0.9,3.39,0,81000,0.58,50
2022-05-28,Jagatsinghpur,Balikuda,3.6,3.18,0,81000,0.58,53
2022-05-29,Jagatsinghpur,Balikuda,9.1,3.23,0,81000,0.58,50
2022-05-30,Jagatsinghpur,Balikuda,2.4,2.97,0,81000,0.58,50
2022-05-31,Jagatsinghpur,Balikuda,2.6,3.0,0,81000,0.58,51
2022-06-01,Jagatsinghpur,Balikuda,11.7,3.69,0,81000,0.58,50
2022-06-02,Jagatsinghpur,Balikuda,13.1,3.68,0,81000,0.58,50
2022-06-03,Jagatsinghpur,Balikuda,120.4,5.49,6,81000,0.58,597
2022-06-04,Jagatsinghpur,Balikuda,32.7,3.98,0,81000,0.58,56
2022-06-05,Jagatsinghpur,Balikuda,7.6,3.27,0,81000,0.58,50
2022-06-06,Jagatsinghpur,Balikuda,27.5,3.5,0,81000,0.58,64
2022-06-07,Jagatsinghpur,Balikuda,62.9,4.36,0,81000,0.58,127
2022-06-08,Jagatsinghpur,Balikuda,38.2,3.84,0,81000,0.58,78
2022-06-09,Jagatsinghpur,Balikuda,14.0,3.46,0,81000,0.58,50
2022-06-10,Jagatsinghpur,Balikuda,7.5,3.02,0,81000,0.58,50
2022-06-11,Jagatsinghpur,Balikuda,10.2,3.71,0,81000,0.58,50
2022-06-12,Jagatsinghpur,Balikuda,13.1,3.28,0,81000,0.58,50
2022-06-13,Jagatsinghpur,Balikuda,11.6,3.19,0,81000,0.58,50
2022-06-14,Jagatsinghpur,Balikuda,56.0,4.18,0,81000,0.58,114
2022-06-15,Jagatsinghpur,Balikuda,25.1,3.56,0,81000,0.58,58
2022-06-16,Jagatsinghpur,Balikuda,7.2,3.59,0,81000,0.58,50
2022-06-17,Jagatsinghpur,Balikuda,11.7,3.27,0,81000,0.58,50
2022-06-18,Jagatsinghpur,Balikuda,7.5,3.53,0,81000,0.58,50
